SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
339,2010-11-01,Espresso,Decaf Espresso,Decaf,34,71,120,49,37,15,30,30,60,90,Louisiana,South,Small Market
340,2010-12-01,Espresso,Decaf Espresso,Decaf,27,63,106,43,36,13,20,30,50,80,Louisiana,South,Small Market
341,2011-05-01,Espresso,Decaf Espresso,Decaf,39,65,109,45,34,14,40,30,60,90,Louisiana,South,Small Market
342,2011-06-01,Espresso,Decaf Espresso,Decaf,32,59,98,40,33,12,30,30,50,80,Louisiana,South,Small Market
343,2011-07-01,Espresso,Decaf Espresso,Decaf,29,54,89,36,31,11,20,30,40,70,Louisiana,South,Small Market
344,2010-06-01,Herbal Tea,Chamomile,Decaf,36,63,111,48,27,15,40,40,60,100,Louisiana,South,Small Market
345,2010-10-01,Herbal Tea,Chamomile,Decaf,87,133,236,103,46,33,110,80,130,210,Louisiana,South,Small Market
346,2010-12-01,Herbal Tea,Chamomile,Decaf,77,120,214,94,43,31,70,80,110,190,Louisiana,South,Small Market
347,2010-02-01,Herbal Tea,Lemon,Decaf,42,107,193,86,65,32,40,80,100,180,Louisiana,South,Small Market
348,2010-09-01,Herbal Tea,Lemon,Decaf,25,83,150,67,58,25,30,60,80,140,Louisiana,South,Small Market
349,2011-08-01,Herbal Tea,Lemon,Decaf,39,88,159,72,56,27,40,60,90,150,Louisiana,South,Small Market
350,2011-10-01,Herbal Tea,Lemon,Decaf,50,98,189,79,64,30,60,60,90,150,Louisiana,South,Small Market
351,2011-03-01,Espresso,Caffe Latte,Regular,1,87,160,63,86,57,0,50,70,120,Louisiana,South,Small Market
352,2011-06-01,Espresso,Caffe Latte,Regular,-4,75,127,53,73,48,10,40,70,110,Louisiana,South,Small Market
353,2011-07-01,Espresso,Caffe Latte,Regular,-8,66,112,47,67,42,0,40,50,90,Louisiana,South,Small Market
354,2011-12-01,Espresso,Caffe Latte,Regular,-4,76,140,55,79,49,0,40,60,100,Louisiana,South,Small Market
355,2010-08-01,Coffee,Amaretto,Regular,19,62,108,46,43,15,40,40,70,110,Ohio,Central,Major Market
356,2011-11-01,Coffee,Amaretto,Regular,49,79,147,59,46,19,50,50,80,130,Ohio,Central,Major Market
357,2011-12-01,Coffee,Amaretto,Regular,43,73,135,54,44,17,40,50,70,120,Ohio,Central,Major Market
358,2010-08-01,Coffee,Columbian,Regular,19,51,85,34,32,10,30,30,50,80,Ohio,Central,Major Market
359,2011-05-01,Coffee,Columbian,Regular,33,61,102,42,34,13,30,40,60,100,Ohio,Central,Major Market
360,2011-06-01,Coffee,Columbian,Regular,26,55,92,38,33,12,20,40,50,90,Ohio,Central,Major Market
361,2011-07-01,Coffee,Columbian,Regular,25,51,84,34,31,10,30,30,50,80,Ohio,Central,Major Market
362,2011-11-01,Coffee,Columbian,Regular,47,68,121,46,36,14,40,40,70,110,Ohio,Central,Major Market
363,2010-09-01,Coffee,Decaf Irish Cream,Decaf,-3,74,126,52,77,47,20,50,80,130,Ohio,Central,Major Market
364,2011-05-01,Coffee,Decaf Irish Cream,Decaf,-3,75,127,53,72,48,20,50,80,130,Ohio,Central,Major Market
365,2011-06-01,Coffee,Decaf Irish Cream,Decaf,-8,63,106,44,64,40,20,40,70,110,Ohio,Central,Major Market
366,2011-10-01,Coffee,Decaf Irish Cream,Decaf,-7,71,130,51,76,46,30,40,70,110,Ohio,Central,Major Market
367,2010-02-01,Espresso,Caffe Mocha,Regular,98,170,340,170,72,47,140,190,210,400,Ohio,Central,Major Market
368,2011-01-01,Espresso,Caffe Mocha,Regular,154,171,382,170,76,47,140,190,210,400,Ohio,Central,Major Market
369,2011-11-01,Espresso,Caffe Mocha,Regular,159,182,387,181,75,50,170,230,230,460,Ohio,Central,Major Market
370,2010-03-01,Espresso,Decaf Espresso,Decaf,15,71,129,58,56,22,40,60,90,150,Ohio,Central,Major Market
371,2010-03-01,Herbal Tea,Chamomile,Decaf,15,32,53,21,17,5,30,10,30,40,Ohio,Central,Major Market
372,2011-03-01,Herbal Tea,Chamomile,Decaf,22,32,56,21,17,5,30,10,30,40,Ohio,Central,Major Market
373,2011-04-01,Herbal Tea,Chamomile,Decaf,24,32,56,21,16,5,30,10,30,40,Ohio,Central,Major Market
374,2010-05-01,Tea,Darjeeling,Regular,79,141,235,94,62,31,70,80,120,200,Ohio,Central,Major Market
375,2010-08-01,Tea,Darjeeling,Regular,103,172,286,114,69,37,100,90,160,250,Ohio,Central,Major Market
376,2010-10-01,Tea,Darjeeling,Regular,65,123,205,82,58,27,60,50,90,140,Ohio,Central,Major Market
377,2011-04-01,Tea,Earl Grey,Regular,144,155,285,112,58,34,90,90,140,230,Ohio,Central,Major Market
378,2011-09-01,Tea,Earl Grey,Regular,120,134,245,96,53,29,80,80,120,200,Ohio,Central,Major Market
379,2010-05-01,Tea,Green Tea,Regular,52,77,130,53,25,14,70,50,90,140,Florida,East,Major Market
380,2011-01-01,Tea,Green Tea,Regular,44,48,91,33,21,9,40,30,50,80,Florida,East,Major Market
381,2011-06-01,Tea,Green Tea,Regular,80,85,143,59,25,16,70,60,90,150,Florida,East,Major Market
382,2011-07-01,Tea,Green Tea,Regular,80,85,143,59,25,16,70,60,90,150,Florida,East,Major Market
383,2010-01-01,Espresso,Caffe Mocha,Regular,9,111,190,79,102,72,30,70,110,180,Florida,East,Major Market
384,2010-10-01,Espresso,Caffe Mocha,Regular,18,134,230,96,116,87,50,80,130,210,Florida,East,Major Market
385,2011-01-01,Espresso,Caffe Mocha,Regular,14,111,213,79,107,72,30,70,110,180,Florida,East,Major Market
386,2011-07-01,Espresso,Caffe Mocha,Regular,44,173,294,124,131,112,60,110,180,290,Florida,East,Major Market
387,2010-10-01,Espresso,Decaf Espresso,Decaf,60,116,202,86,56,28,90,70,110,180,Florida,East,Major Market
388,2011-06-01,Herbal Tea,Chamomile,Decaf,48,62,109,48,25,15,30,30,50,80,Florida,East,Major Market
389,2010-01-01,Herbal Tea,Lemon,Decaf,13,66,120,54,53,20,20,40,50,90,Florida,East,Major Market
390,2010-05-01,Herbal Tea,Mint,Decaf,47,92,170,78,45,24,50,50,80,130,Florida,East,Major Market
391,2011-07-01,Herbal Tea,Mint,Decaf,76,103,187,86,45,26,50,60,80,140,Florida,East,Major Market
392,2011-01-01,Tea,Darjeeling,Regular,44,48,90,32,21,8,40,30,50,80,Florida,East,Major Market
393,2011-06-01,Tea,Darjeeling,Regular,52,62,104,43,22,12,50,40,70,110,Florida,East,Major Market
394,2010-05-01,Coffee,Columbian,Regular,58,104,175,71,46,22,90,80,130,210,Washington,West,Small Market
395,2010-12-01,Coffee,Columbian,Regular,58,104,176,72,46,23,80,80,120,200,Washington,West,Small Market
396,2011-05-01,Coffee,Columbian,Regular,80,104,173,71,43,22,90,80,130,210,Washington,West,Small Market
397,2011-07-01,Coffee,Columbian,Regular,104,125,209,86,46,27,120,100,160,260,Washington,West,Small Market
398,2011-11-01,Coffee,Columbian,Regular,74,93,166,63,43,20,70,70,110,180,Washington,West,Small Market
399,2010-05-01,Coffee,Decaf Irish Cream,Decaf,16,129,221,92,113,83,60,110,160,270,Washington,West,Small Market
400,2010-11-01,Coffee,Decaf Irish Cream,Decaf,16,130,224,94,114,85,40,110,150,260,Washington,West,Small Market
401,2011-02-01,Coffee,Decaf Irish Cream,Decaf,22,128,234,92,113,83,60,110,160,270,Washington,West,Small Market
402,2011-05-01,Coffee,Decaf Irish Cream,Decaf,22,129,219,92,105,83,60,110,160,270,Washington,West,Small Market
403,2010-02-01,Tea,Green Tea,Regular,3,90,155,65,87,58,10,40,60,100,Washington,West,Small Market
404,2010-04-01,Tea,Green Tea,Regular,0,87,150,63,87,57,10,40,60,100,Washington,West,Small Market
405,2010-07-01,Tea,Green Tea,Regular,-5,66,113,47,71,42,0,30,40,70,Washington,West,Small Market
406,2011-08-01,Tea,Green Tea,Regular,-11,61,104,44,64,39,10,20,50,70,Washington,West,Small Market
407,2010-01-01,Espresso,Caffe Mocha,Regular,13,66,120,54,53,20,20,50,60,110,Washington,West,Small Market
408,2010-02-01,Espresso,Caffe Mocha,Regular,12,65,118,53,53,20,20,50,60,110,Washington,West,Small Market
409,2010-03-01,Espresso,Caffe Mocha,Regular,12,66,120,54,54,20,20,50,60,110,Washington,West,Small Market
410,2010-04-01,Espresso,Caffe Mocha,Regular,15,70,127,57,55,21,30,50,70,120,Washington,West,Small Market
411,2010-09-01,Espresso,Caffe Mocha,Regular,23,82,149,67,59,25,30,60,80,140,Washington,West,Small Market
412,2010-10-01,Espresso,Caffe Mocha,Regular,16,70,126,56,54,21,50,40,70,110,Washington,West,Small Market
413,2010-06-01,Espresso,Decaf Espresso,Decaf,49,96,177,81,47,25,60,70,90,160,Washington,West,Small Market
414,2010-07-01,Espresso,Decaf Espresso,Decaf,56,103,189,86,47,26,70,80,100,180,Washington,West,Small Market
415,2010-10-01,Espresso,Decaf Espresso,Decaf,48,94,174,80,46,24,80,60,90,150,Washington,West,Small Market
416,2010-12-01,Espresso,Decaf Espresso,Decaf,51,96,176,80,45,24,60,70,100,170,Washington,West,Small Market
417,2010-04-01,Herbal Tea,Chamomile,Decaf,106,176,292,116,70,38,110,90,160,250,Washington,West,Small Market
418,2010-09-01,Herbal Tea,Chamomile,Decaf,91,155,258,103,64,33,100,80,140,220,Washington,West,Small Market
419,2011-06-01,Herbal Tea,Chamomile,Decaf,109,140,230,92,57,30,90,70,130,200,Washington,West,Small Market
420,2011-08-01,Herbal Tea,Chamomile,Decaf,104,135,223,90,56,29,80,70,120,190,Washington,West,Small Market
421,2011-12-01,Herbal Tea,Chamomile,Decaf,156,174,308,115,69,37,110,100,160,260,Washington,West,Small Market
422,2010-08-01,Herbal Tea,Lemon,Decaf,45,70,118,48,25,13,50,40,60,100,Washington,West,Small Market
423,2011-06-01,Herbal Tea,Lemon,Decaf,55,64,106,43,22,12,50,30,60,90,Washington,West,Small Market
424,2011-11-01,Herbal Tea,Lemon,Decaf,65,68,123,47,24,13,40,40,60,100,Washington,West,Small Market
425,2010-04-01,Tea,Darjeeling,Regular,45,84,133,49,39,15,40,30,60,90,Washington,West,Small Market
426,2010-08-01,Tea,Darjeeling,Regular,42,79,126,47,37,14,30,30,50,80,Washington,West,Small Market
427,2011-01-01,Tea,Darjeeling,Regular,109,113,201,67,45,20,50,40,80,120,Washington,West,Small Market
428,2011-04-01,Tea,Darjeeling,Regular,67,84,142,49,39,15,40,30,60,90,Washington,West,Small Market
429,2011-12-01,Tea,Darjeeling,Regular,45,66,114,41,36,12,20,30,40,70,Washington,West,Small Market
430,2010-01-01,Tea,Earl Grey,Regular,48,89,150,61,41,19,40,40,60,100,Washington,West,Small Market
431,2010-03-01,Tea,Earl Grey,Regular,38,77,129,52,39,16,30,30,50,80,Washington,West,Small Market
432,2010-04-01,Tea,Earl Grey,Regular,30,68,114,46,38,14,20,30,40,70,Washington,West,Small Market
433,2011-12-01,Tea,Earl Grey,Regular,42,63,113,43,35,13,20,30,40,70,Washington,West,Small Market
434,2010-03-01,Espresso,Caffe Latte,Regular,35,63,112,49,28,16,40,40,60,100,Washington,West,Small Market
435,2010-11-01,Espresso,Caffe Latte,Regular,11,30,52,22,19,7,20,20,30,50,Washington,West,Small Market
436,2010-12-01,Espresso,Caffe Latte,Regular,13,32,56,24,19,7,20,20,30,50,Washington,West,Small Market
437,2011-02-01,Espresso,Caffe Latte,Regular,52,62,117,48,27,15,40,40,60,100,Washington,West,Small Market
438,2010-05-01,Espresso,Caffe Mocha,Regular,112,152,256,104,40,29,120,80,140,220,Texas,South,Major Market
439,2011-12-01,Espresso,Caffe Mocha,Regular,197,179,322,123,46,34,110,90,140,230,Texas,South,Major Market
440,2011-05-01,Espresso,Decaf Espresso,Decaf,121,124,208,86,33,24,90,70,110,180,Texas,South,Major Market
441,2011-07-01,Espresso,Decaf Espresso,Decaf,135,136,228,94,35,26,90,80,110,190,Texas,South,Major Market
442,2011-11-01,Espresso,Decaf Espresso,Decaf,71,73,131,50,25,14,40,30,60,90,Texas,South,Major Market
443,2010-01-01,Herbal Tea,Lemon,Decaf,42,83,140,57,41,18,50,50,80,130,Texas,South,Major Market
444,2011-01-01,Herbal Tea,Lemon,Decaf,65,83,157,57,43,18,50,50,80,130,Texas,South,Major Market
445,2011-05-01,Herbal Tea,Lemon,Decaf,35,61,102,42,33,13,30,40,60,100,Texas,South,Major Market
446,2011-07-01,Herbal Tea,Lemon,Decaf,26,51,84,34,30,10,30,30,50,80,Texas,South,Major Market
447,2010-05-01,Espresso,Caffe Latte,Regular,44,96,160,64,52,21,50,50,80,130,Texas,South,Major Market
448,2010-01-01,Coffee,Amaretto,Regular,13,66,120,54,53,20,30,50,70,120,Wisconsin,Central,Small Market
449,2010-02-01,Coffee,Amaretto,Regular,12,65,118,53,53,20,30,50,70,120,Wisconsin,Central,Small Market
450,2010-03-01,Coffee,Amaretto,Regular,13,66,120,54,53,20,30,50,70,120,Wisconsin,Central,Small Market
451,2010-05-01,Coffee,Amaretto,Regular,17,72,130,58,55,22,20,60,70,130,Wisconsin,Central,Small Market
452,2010-11-01,Coffee,Amaretto,Regular,14,67,121,54,53,20,20,50,60,110,Wisconsin,Central,Small Market
453,2011-03-01,Coffee,Amaretto,Regular,19,66,128,54,53,20,30,50,70,120,Wisconsin,Central,Small Market
454,2011-07-01,Coffee,Amaretto,Regular,25,74,132,59,52,22,20,60,70,130,Wisconsin,Central,Small Market
455,2011-11-01,Coffee,Amaretto,Regular,21,67,129,54,53,20,20,50,60,110,Wisconsin,Central,Small Market
456,2010-01-01,Coffee,Columbian,Regular,9,111,190,79,102,72,20,80,110,190,Wisconsin,Central,Small Market
457,2010-03-01,Coffee,Columbian,Regular,17,132,227,95,115,86,30,100,130,230,Wisconsin,Central,Small Market
458,2010-05-01,Coffee,Columbian,Regular,17,129,221,92,112,83,40,90,140,230,Wisconsin,Central,Small Market
459,2010-07-01,Coffee,Columbian,Regular,32,173,297,124,141,112,60,130,180,310,Wisconsin,Central,Small Market
460,2010-11-01,Coffee,Columbian,Regular,16,130,224,94,114,85,30,90,130,220,Wisconsin,Central,Small Market
461,2011-05-01,Coffee,Columbian,Regular,23,129,219,92,104,83,40,90,140,230,Wisconsin,Central,Small Market
462,2011-06-01,Coffee,Columbian,Regular,33,154,262,110,121,100,50,110,160,270,Wisconsin,Central,Small Market
463,2011-12-01,Coffee,Columbian,Regular,30,145,266,105,125,95,30,100,140,240,Wisconsin,Central,Small Market
464,2010-09-01,Coffee,Decaf Irish Cream,Decaf,58,114,199,85,56,28,70,90,110,200,Wisconsin,Central,Small Market
465,2010-11-01,Coffee,Decaf Irish Cream,Decaf,51,103,180,77,52,25,60,70,100,170,Wisconsin,Central,Small Market
466,2011-02-01,Coffee,Decaf Irish Cream,Decaf,74,103,192,77,53,25,60,80,100,180,Wisconsin,Central,Small Market
467,2011-04-01,Coffee,Decaf Irish Cream,Decaf,86,112,208,83,54,27,80,80,120,200,Wisconsin,Central,Small Market
468,2011-06-01,Coffee,Decaf Irish Cream,Decaf,87,121,210,91,54,30,90,90,130,220,Wisconsin,Central,Small Market
469,2011-07-01,Coffee,Decaf Irish Cream,Decaf,98,130,225,97,55,32,80,100,130,230,Wisconsin,Central,Small Market
470,2010-06-01,Espresso,Caffe Mocha,Regular,50,96,177,81,46,25,70,90,110,200,Wisconsin,Central,Small Market
471,2011-01-01,Espresso,Caffe Mocha,Regular,59,81,168,69,45,21,50,80,90,170,Wisconsin,Central,Small Market
472,2011-02-01,Espresso,Caffe Mocha,Regular,62,84,164,70,42,21,60,80,100,180,Wisconsin,Central,Small Market
473,2011-10-01,Espresso,Caffe Mocha,Regular,71,94,185,80,46,24,120,110,140,250,Wisconsin,Central,Small Market
474,2011-12-01,Espresso,Caffe Mocha,Regular,74,96,188,80,46,24,80,100,120,220,Wisconsin,Central,Small Market
475,2010-01-01,Espresso,Decaf Espresso,Decaf,34,62,110,48,28,15,50,50,70,120,Wisconsin,Central,Small Market
476,2010-05-01,Espresso,Decaf Espresso,Decaf,35,62,110,48,27,15,50,50,70,120,Wisconsin,Central,Small Market
477,2010-06-01,Espresso,Decaf Espresso,Decaf,34,62,110,48,28,15,50,50,70,120,Wisconsin,Central,Small Market
478,2010-08-01,Espresso,Decaf Espresso,Decaf,18,39,69,30,21,9,30,30,50,80,Wisconsin,Central,Small Market
479,2010-12-01,Espresso,Decaf Espresso,Decaf,13,32,56,24,19,7,30,30,40,70,Wisconsin,Central,Small Market
480,2011-03-01,Espresso,Decaf Espresso,Decaf,50,63,119,49,29,16,60,50,80,130,Wisconsin,Central,Small Market
481,2011-08-01,Espresso,Decaf Espresso,Decaf,25,39,68,30,20,9,30,30,50,80,Wisconsin,Central,Small Market
482,2011-10-01,Espresso,Decaf Espresso,Decaf,15,29,54,22,19,7,50,20,50,70,Wisconsin,Central,Small Market
483,2010-03-01,Herbal Tea,Chamomile,Decaf,63,105,167,62,42,19,70,50,90,140,Wisconsin,Central,Small Market
484,2010-04-01,Herbal Tea,Chamomile,Decaf,46,84,133,49,38,15,50,40,70,110,Wisconsin,Central,Small Market
485,2011-07-01,Herbal Tea,Chamomile,Decaf,40,65,103,39,33,12,40,30,60,90,Wisconsin,Central,Small Market
486,2011-09-01,Herbal Tea,Chamomile,Decaf,79,94,161,57,41,17,70,40,90,130,Wisconsin,Central,Small Market
487,2011-11-01,Herbal Tea,Chamomile,Decaf,71,88,150,53,40,16,50,50,80,130,Wisconsin,Central,Small Market
488,2010-02-01,Herbal Tea,Lemon,Decaf,43,68,115,47,25,13,50,40,60,100,Wisconsin,Central,Small Market
489,2010-05-01,Herbal Tea,Lemon,Decaf,51,77,130,53,26,14,60,40,70,110,Wisconsin,Central,Small Market
490,2010-07-01,Herbal Tea,Lemon,Decaf,58,85,144,59,27,16,60,50,70,120,Wisconsin,Central,Small Market
491,2010-08-01,Herbal Tea,Lemon,Decaf,63,91,154,63,28,17,70,50,80,130,Wisconsin,Central,Small Market
492,2010-10-01,Herbal Tea,Lemon,Decaf,45,70,118,48,25,13,60,30,60,90,Wisconsin,Central,Small Market
493,2010-11-01,Herbal Tea,Lemon,Decaf,27,47,78,31,20,8,40,20,50,70,Wisconsin,Central,Small Market
494,2011-04-01,Herbal Tea,Lemon,Decaf,70,72,129,49,25,13,50,40,60,100,Wisconsin,Central,Small Market
495,2011-05-01,Herbal Tea,Lemon,Decaf,70,77,129,53,24,14,60,40,70,110,Wisconsin,Central,Small Market
496,2011-07-01,Herbal Tea,Lemon,Decaf,80,85,143,59,25,16,60,50,70,120,Wisconsin,Central,Small Market
497,2011-08-01,Herbal Tea,Lemon,Decaf,87,91,153,63,26,17,70,50,80,130,Wisconsin,Central,Small Market
498,2011-10-01,Herbal Tea,Lemon,Decaf,67,70,126,48,25,13,60,30,60,90,Wisconsin,Central,Small Market
499,2010-04-01,Tea,Darjeeling,Regular,31,68,114,46,37,14,40,30,70,100,Wisconsin,Central,Small Market
500,2010-10-01,Tea,Darjeeling,Regular,30,67,113,46,37,14,40,20,50,70,Wisconsin,Central,Small Market
501,2010-11-01,Tea,Darjeeling,Regular,33,71,120,49,38,15,20,40,50,90,Wisconsin,Central,Small Market
502,2010-12-01,Tea,Darjeeling,Regular,28,63,106,43,35,13,20,30,50,80,Wisconsin,Central,Small Market
503,2011-04-01,Tea,Darjeeling,Regular,46,68,121,46,37,14,40,30,70,100,Wisconsin,Central,Small Market
504,2011-06-01,Tea,Darjeeling,Regular,33,59,98,40,33,12,20,30,50,80,Wisconsin,Central,Small Market
505,2011-07-01,Tea,Darjeeling,Regular,29,54,89,36,31,11,10,30,40,70,Wisconsin,Central,Small Market
506,2011-10-01,Tea,Darjeeling,Regular,45,67,120,46,37,14,40,20,50,70,Wisconsin,Central,Small Market
507,2011-12-01,Tea,Darjeeling,Regular,42,63,113,43,35,13,20,30,50,80,Wisconsin,Central,Small Market
508,2010-01-01,Tea,Earl Grey,Regular,7,105,180,75,98,68,10,60,90,150,Wisconsin,Central,Small Market
509,2010-05-01,Tea,Earl Grey,Regular,2,90,154,64,88,58,10,50,80,130,Wisconsin,Central,Small Market
510,2011-01-01,Tea,Earl Grey,Regular,11,105,201,75,103,68,10,60,90,150,Wisconsin,Central,Small Market
511,2011-03-01,Tea,Earl Grey,Regular,1,87,160,63,86,57,10,50,80,130,Wisconsin,Central,Small Market
512,2011-10-01,Tea,Earl Grey,Regular,0,84,153,60,84,54,0,40,50,90,Wisconsin,Central,Small Market
513,2011-12-01,Tea,Earl Grey,Regular,-4,76,140,55,79,49,0,40,60,100,Wisconsin,Central,Small Market
514,2011-09-01,Coffee,Columbian,Regular,292,295,582,251,98,77,280,310,370,680,Texas,South,Major Market
515,2011-05-01,Coffee,Decaf Irish Cream,Decaf,94,107,188,83,36,27,100,100,130,230,Texas,South,Major Market
516,2011-10-01,Coffee,Decaf Irish Cream,Decaf,39,51,96,39,25,12,80,40,90,130,Texas,South,Major Market
517,2010-06-01,Espresso,Caffe Mocha,Regular,120,163,276,113,43,31,120,90,140,230,Texas,South,Major Market
518,2010-01-01,Herbal Tea,Chamomile,Decaf,33,80,140,60,47,19,50,50,80,130,Texas,South,Major Market
519,2011-01-01,Herbal Tea,Chamomile,Decaf,51,80,157,60,49,19,50,50,80,130,Texas,South,Major Market
520,2010-03-01,Herbal Tea,Lemon,Decaf,35,72,121,49,37,15,40,40,70,110,Texas,South,Major Market
521,2010-07-01,Herbal Tea,Lemon,Decaf,19,51,85,34,32,10,30,30,50,80,Texas,South,Major Market
522,2010-08-01,Herbal Tea,Lemon,Decaf,19,51,85,34,32,10,30,30,50,80,Texas,South,Major Market
523,2011-04-01,Herbal Tea,Lemon,Decaf,40,64,114,43,37,13,30,40,60,100,Texas,South,Major Market
524,2010-07-01,Espresso,Caffe Latte,Regular,30,79,131,52,49,17,40,40,70,110,Texas,South,Major Market
525,2011-06-01,Espresso,Caffe Latte,Regular,46,81,134,54,45,17,40,40,70,110,Texas,South,Major Market
526,2010-02-01,Coffee,Amaretto,Regular,105,144,243,99,39,27,120,100,150,250,Colorado,Central,Major Market
527,2011-03-01,Coffee,Amaretto,Regular,134,126,227,87,36,24,100,90,130,220,Colorado,Central,Major Market
528,2011-12-01,Coffee,Amaretto,Regular,199,179,322,123,45,34,130,120,170,290,Colorado,Central,Major Market
529,2010-05-01,Coffee,Columbian,Regular,68,107,190,83,39,27,80,80,110,190,Colorado,Central,Major Market
